,,,,,,,,,,,,DIPUTADO POR Madrid,MESA.PRESIDENTE,MESA.VICEPRESIDENTE,MESA.SECRETARIO,GRUPO.PORTAVOZ,GRUPO.PORTAVOZ_ADJUNTO,COMISIÓN.PRESIDENTE,COMISIÓN.VICEPRESIDENTE,COMISIÓN.SECRETARIO,COMISIÓN.PORTAVOZ,COMISIÓN.PORTAVOZ_ADJUNTO,NOTAS
,ASIGNACIÓN,COMPLEMENTO,GASTO DE REPRESENTACIÓN,GASTO DE LIBRE DISPOSICIÓN,PORTAVOCES (PORTAVOCES+ADJUNTOS),COMISIONES,INDEMNIZACIÓN,TOTAL MES,TOTAL AÑO ,PROVINCIA,SEXO,Madrid,MP,MV,MS,GPO,GPA,CP,CV,CS,CPO,CPA,
"Lara Carbó, María Teresa de  (GP)","2,813.87",,,,,"1,046.48",870.56,"4,730.91",66232.74,Madrid,F,x,,,,,,,,,x,,
"Lara Moya, Cayo  (GIP)","2,813.87",,,,2667.5,,870.56,"6,351.93",88927.02,Madrid,M,x,,,,x,,,,,,,
"Larreina Valderrama, Rafael  (GMx)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Gipuzkoa,M,,,,,,,,,,x,x,
"Lavilla Martínez, Félix  (GS)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Soria,M,,,,,,,,,x,,,
"Llamazares Trigo, Gaspar  (GIP)","2,813.87",,,,,"1,431.31",1823.86,"6,069.04",84966.56,Asturias,M,,,,,,,x,,,x,x,Portavoz Sustituto de la Junta de Portavoces
"Llorens Torres, José Ignacio  (GP)","2,813.87",,,,,"1,431.31",1823.86,"6,069.04",84966.56,Lleida,M,,,,,,,x,,,,,
"López Garrido, Diego  (GS)","2,813.87",,,,,"1,046.48",870.56,"4,730.91",66232.74,Madrid,M,x,,,,,,,,,x,,
"López Garrido, José  (GP)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Alicante,M,,,,,,,,,,,x,
"López González, Rocío  (GP)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Toledo,F,,,,,,,,,,,x,
"López i Chamosa, María Isabel  (GS)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Barcelona,F,,,,,,,,,x,x,,
"López Vilaboa, José Máximo  (GP)","2,813.87",,,,,,1823.86,"4,637.73",64928.22,Burgos,M,,,,,,,,,,,,
"López-Amor García, Fernando  (GP)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Córdoba,M,,,,,,,,x,,,,
"Lozano Domingo, Irene  (GUPyD)","2,813.87",,,,,"1,046.48",870.56,"4,730.91",66232.74,Madrid,F,x,,,,,,,,,x,,
"Lucio Carrasco, María Pilar  (GS)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Cáceres,F,,,,,,,,,,x,,
"Luena López, César  (GS)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,La Rioja,M,,,,,,,,x,,,,
"Luis Rodríguez, Teófilo de  (GP)","2,813.87",944.49,818.46,677.35,,697.65,870.56,"5,877.89",82290.46,Madrid,M,x,,,x,,,,,,,,
M,,,,,,,,,0,,,,,,,,,,,,,,
"Macias i Arau, Pere  (GC-CiU)",2813.87,,,,2087.07,"1,431.31",1823.86,"8,156.11",114185.54,Barcelona,M,,,,,,,,,,,,
"Madina Muñoz, Eduardo  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Bizkaia,M,,,,,,,,,,,,
"Madrazo Díaz, Ana María  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Cantabria,F,,,,,,,,,,,,
"Marcos Domínguez, Pilar  (GP)",2813.87,,,,,697.65,870.56,"4,382.08",61349.12,Madrid,F,,,,,,,,,,,,
"Mariscal Anaya, Guillermo  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Las Palmas,M,,,,,,,,,,,,
"Márquez de la Rubia, Francisco  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Ceuta,M,,,,,,,,,,,,
"Martín González, María Guadalupe  (GS)",2813.87,,,,,697.65,1823.86,"5,335.38",74695.32,Toledo,F,,,,,,,,,,,,
"Martín González, Telmo  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Pontevedra,M,,,,,,,,,,,,
"Martín Peré, Pablo  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Illes Balears,M,,,,,,,,,,,,
"Martín Pozo, María Teresa  (GP)",2813.87,,,,,697.65,1823.86,"5,335.38",74695.32,Zamora,F,,,,,,,,,,,,
"Martín Rodríguez, Enrique Luis  (GP)",2813.87,,,,,697.65,1823.86,"5,335.38",74695.32,Palencia,M,,,,,,,,,,,,
"Martínez Ferro, María Valentina  (GP)",2813.87,,,,,,870.56,"3,684.43",51582.02,Madrid,F,,,,,,,,,,,,
"Martínez Gorriarán, Carlos  (GUPyD)",2813.87,,,,2087.07,"1,046.48",870.56,"6,817.98",95451.72,Madrid,M,,,,,,,,,,,,
"Martínez Olmos, José  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Granada,M,,,,,,,,,,,,
"Martínez Rodríguez, Santiago  (GP)",2813.87,,,,,697.65,1823.86,"5,335.38",74695.32,Alicante,M,,,,,,,,,,,,
"Martínez Saiz, Teófila  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Cádiz,F,,,,,,,,,,,,
"Martínez-Pujalte López, Vicente  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Murcia,M,,,,,,,,,,,,
"Martín-Toledano Suárez, José Alberto  (GP)",2813.87,,,,,697.65,1823.86,"5,335.38",74695.32,Ciudad Real,M,,,,,,,,,,,,
"Matarí Sáez, Juan José  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Almería,M,,,,,,,,,,,,
"Matos Mascareño, Pablo  (GP)",2813.87,,,,,"1,431.31",1823.86,"6,069.04",84966.56,Santa Cruz de Tenerife,M,,,,,,,,,,,,
"Meijón Couselo, Guillermo Antonio  (GS)",2813.87,,,,,697.65,1823.86,"5,335.38",74695.32,Pontevedra,M,,,,,,,,,,,,
"Méndez Monasterio, Lourdes  (GP)",2813.87,,,,,"1,431.31",1823.86,"6,069.04",84966.56,Murcia,F,,,,,,,,,,,,
"Merino López, Rafael  (GP)",2813.87,,,,,,1823.86,"4,637.73",64928.22,Córdoba,M,,,,,,,,,,,,
"Micheo Carrillo-Albornoz, Julia de  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Alicante,F,,,,,,,,,,,,
"Miguélez Pariente, María Aránzazu  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,León,F,,,,,,,,,,,,
"Mingo Zapatero, Mario  (GP)",2813.87,,,,,1431.31,870.56,5115.74,71620.36,Madrid,M,,,,,,,,,,,,
"Molinero Hoyos, Francisco  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Albacete,M,,,,,,,,,,,,
"Moneo Díez, María Sandra  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Burgos,F,,,,,,,,,,,,
"Monteserín Rodríguez, María Virtudes  (GS)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Asturias,F,,,,,,,,,,,,
"Montesinos de Miguel, Macarena  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Alicante,F,,,,,,,,,,,,
"Montón Giménez, Carmen  (GS)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Valencia,F,,,,,,,,,,,,
"Montserrat Montserrat, Dolors  (GP)",2813.87,1209.6,1010.83,707.1,,1046.48,1823.86,8611.74,120564.36,Barcelona,F,,,,,,,,,,,,
"Mora Bernat, Manuel  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Huesca,M,,,,,,,,,,,,
"Moragas Sánchez, Jorge  (GP)",2813.87,,,,,0,1823.86,4637.73,64928.22,Barcelona,M,,,,,,,,,,,,
"Moraleja Gómez, Tristana María  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,A Coruña,F,,,,,,,,,,,,
"Moreno Bustos, Ramón  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Zaragoza,M,,,,,,,,,,,,
"Moreno Felipe, Irene  (GP)",2813.87,,,,,0,1823.86,4637.73,64928.22,Albacete,F,,,,,,,,,,,,
"Moreno Palanques, Rubén  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Valencia,M,,,,,,,,,,,,
"Morlán Gracia, Víctor  (GS)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Huesca,M,,,,,,,,,,,,
"Moro Almaraz, María Jesús  (GP)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Salamanca,F,,,,,,,,,,,,
"Moscoso del Prado Hernández, Juan  (GS)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Navarra,M,,,,,,,,,,,,
"Muñoz González, Pedro José  (GS)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Ávila,M,,,,,,,,,,,,
"Muñoz Obón, Carlos Enrique  (GP)",2813.87,0,0,0,0,697.65,1823.26,5334.78,74686.92,Teruel,M,,,,,,,,,,,,
"Muñoz Santamaría, Lourdes  (GS)",2813.87,0,0,0,0,697.65,1823.26,5334.78,74686.92,Barcelona,F,,,,,,,,,,,,
N,,,,,,,,,0,,,,,,,,,,,,,,
"Nasarre Goicoechea, Eugenio  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Granada,M,,,,,,,,,,,,
"Navarro Cruz, María del Carmen  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Almería,F,,,,,,,,,,,,
"Nuet Pujals, Joan Josep  (GIP)",2813.87,,,,2087.07,"1,046.48",1823.86,"7,771.28",108797.92,Barcelona,M,,,,,,,,,,,,
O,,,,,,,,,0,,,,,,,,,,,,,,
"Olabarría Muñoz, Emilio  (GV (EAJ-PNV))",2813.87,,,,,1431.31,1823.86,6069.04,84966.56,Álava,M,,,,,,,,,,,,
"Olano Vela, Jaime Eduardo de  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Lugo,M,,,,,,,,,,,,
"Oramas González-Moro, Ana María  (GMx)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Santa Cruz de Tenerife,F,,,,,,,,,,,,
"Ordóñez Puime, Gonzalo José  (GP)",2813.87,,,,,0,1823.86,4637.73,64928.22,Pontevedra,M,,,,,,,,,,,,
"Ortiz Castellví, Laia  (GIP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Barcelona,F,,,,,,,,,,,,
P,,,,,,,,,0,,,,,,,,,,,,,,
"Pacheco Atienza, Arsenio  (GP)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Murcia,M,,,,,,,,,,,,
"Pàramo i Ponsetí, Carles  (GC-CiU)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Girona,M,,,,,,,,,,,,
"Pastor González, Ildefonso R.  (GP)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Valladolid,M,,,,,,,,,,,,
"Pérez Domínguez, María Soledad  (GS)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Badajoz,F,,,,,,,,,,,,
"Pérez Fernández, Rosana  (GMx)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,A Coruña,F,,,,,,,,,,,,
"Pérez Herraiz, Margarita  (GS)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Lugo,F,,,,,,,,,,,,
"Pérez Insua, Antonio  (GP)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,A Coruña,M,,,,,,,,,,,,
"Pérez Lapazarán, José Cruz  (GP)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Navarra,M,,,,,,,,,,,,
"Pérez-Hickman Silván, Mariano  (GP)","2,813.87",,,,,697.65,870.56,"4,382.08",61349.12,Madrid,M,,,,,,,,,,,,
"Pezzi Cereto, Manuel  (GS)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Granada,M,,,,,,,,,,,,
"Picó i Azanza, Antoni  (GC-CiU)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Barcelona,M,,,,,,,,,,,,
"Posada Moreno, Jesús  (GP)","2,813.87","3,064.57","3,327.89","2,728.57",,,1823.86,"10,694.19",149718.66,Soria,M,,,,,,,,,,,,
"Pozuelo Meño, María Isabel  (GS)","2,813.87",,,,,,1823.86,"4,637.73",64928.22,Sevilla,F,,,,,,,,,,,,
"Prada Presa, Alfredo  (GP)","2,813.87",,,,,"1,431.31",1823.86,"6,069.04",84966.56,León,M,,,,,,,,,,,,
"Pradas Torres, Antonio Francisco  (GS)","2,813.87",,,,,"1,046.48",1823.86,"5,684.21",79578.94,Sevilla,M,,,,,,,,,,,,
"Puche Rodríguez-Acosta, Gabino  (GP)","2,813.87",,,,,"1,431.31",1823.86,"6,069.04",84966.56,Jaén,M,,,,,,,,,,,,
"Puente Redondo, Javier  (GP)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Cantabria,M,,,,,,,,,,,,
"Puig Ferrer, Joaquín Francisco  (GS)","2,813.87",,,,,,1823.86,"4,637.73",64928.22,Castellón,M,,,,,,,,,,,,
"Puyuelo del Val, María Blanca  (GP)","2,813.87",,,,,697.65,1823.86,"5,335.38",74695.32,Huesca,F,,,,,,,,,,,,
Q,,,,,,,,,0,,,,,,,,,,,,,,
"Quevedo Iturbe, Pedro  (GMx)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Las Palmas,M,,,,,,,,,,,,
"Quintanilla Barba, María del Carmen  (GP)",2813.87,,,,,"1,431.31",1823.86,"6,069.04",84966.56,Ciudad Real,F,,,,,,,,,,,,
R,,,,,,,,,0,,,,,,,,,,,,,,
"Ramis Socias, Miquel  (GP)",2813.87,,,,,"1,431.31",1823.86,"6,069.04",84966.56,Illes Balears,M,,,,,,,,,,,,
"Ramón Utrabo, Elvira  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Granada,F,,,,,,,,,,,,
"Rangel Tarrés, Joan  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Barcelona,M,,,,,,,,,,,,
"Riera i Reñé, Inmaculada  (GC-CiU)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Barcelona,F,,,,,,,,,,,,
"Rocha Rubí, Manuel de la  (GS)",2813.87,,,,,697.65,870.56,4382.08,61349.12,Madrid,M,,,,,,,,,,,,
"Rodríguez Barahona, María Teresa  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Álava,F,,,,,,,,,,,,
"Rodríguez Flores, María Carmen  (GP)",2813.87,,,,,,870.56,3684.43,51582.02,Madrid,F,,,,,,,,,,,,
"Rodríguez García, Isabel  (GS)",2813.87,,,,2087.07,697.65,1823.86,7422.45,103914.3,Ciudad Real,F,,,,,,,,,,,,
"Rodríguez Maniega, María del Carmen  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Asturias,F,,,,,,,,,,,,
"Rodríguez Ramírez, María José  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Huelva,F,,,,,,,,,,,,
"Rodríguez Ramos, María Soraya  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Valladolid,F,,,,,,,,,,,,
"Rodríguez Sánchez, Germán  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Barcelona,M,,,,,,,,,,,,
"Rodríguez Sánchez, María Felicidad  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Cádiz,F,,,,,,,,,,,,
"Rodríguez Vázquez, María Paloma  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,A Coruña,F,,,,,,,,,,,,
"Rodríguez-Salmones Cabeza, Beatriz  (GP)",2813.87,,,,2087.07,,870.56,5771.5,80801,Madrid,F,,,,,,,,,,,,
"Román Jasanada, Antonio  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Guadalajara,M,,,,,,,,,,,,
"Romero Girón, Aurelio  (GP)",2813.87,,,,,"1,431.31",1823.86,"6,069.04",84966.56,Cádiz,M,,,,,,,,,,,,
"Romero Hernández, Carmelo  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Huelva,M,,,,,,,,,,,,
"Romero Rodríguez, María Eugenia  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Sevilla,F,,,,,,,,,,,,
"Romero Sánchez, Rosa María  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Ciudad Real,F,,,,,,,,,,,,
"Rominguera Salazar, María del Mar  (GS)",2813.87,,,,,,1823.86,4637.73,64928.22,Zamora,F,,,,,,,,,,,,
"Ros Martínez, Susana  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Castellón,F,,,,,,,,,,,,
"Ruano Gómez, Juan de Dios  (GP)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,A Coruña,M,,,,,,,,,,,,
"Ruiz i Carbonell, Joan  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Tarragona,M,,,,,,,,,,,,
"Ruiz Llamas, Román  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Barcelona,M,,,,,,,,,,,,
"Rumí Ibáñez, María Consuelo  (GS)",2813.87,,,,,"1,046.48",1823.86,"5,684.21",79578.94,Almería,F,,,,,,,,,,,,
"Sáez Jubero, Àlex  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Girona,M,,,,,,,,,,,,
"Sahuquillo García, Luis Carlos  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Cuenca,M,,,,,,,,,,,,
"Salvador Armendáriz, Carlos Casimiro  (GMx)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Navarra,M,,,,,,,,,,,,
"Sánchez Amor, José Ignacio  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Badajoz,M,,,,,,,,,,,,
"Sánchez Barrera, José Juan  (GP)",2813.87,,,,,0,1823.86,4637.73,64928.22,Jaén,M,,,,,,,,,,,,
"Sánchez de Alcázar Ocaña, Miguel  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Jaén,M,,,,,,,,,,,,
"Sánchez Díaz, María Carmen  (GS)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Cádiz,F,,,,,,,,,,,,
"Sánchez Díaz, Ovidio  (GP)",2813.87,,,,,1431.31,1823.86,6069.04,84966.56,Asturias,M,,,,,,,,,,,,
"Sánchez García, Celinda  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Palencia,F,,,,,,,,,,,,
"Sánchez i Llibre, Josep  (GC-CiU)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Barcelona,M,,,,,,,,,,,,
"Sánchez Pérez-Castejón, Pedro  (GS)",2813.87,,,,,0,870.56,3684.43,51582.02,Madrid,M,,,,,,,,,,,,
"Sánchez Robles, Isabel  (GV (EAJ-PNV))",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Bizkaia,F,,,,,,,,,,,,
"Santa Ana Fernández, María de la Concepción de  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Granada,F,,,,,,,,,,,,
"Sanz Remón, Álvaro  (GIP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Zaragoza,M,,,,,,,,,,,,
"Saura García, Pedro  (GS)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Murcia,M,,,,,,,,,,,,
"Sayós i Motilla, Maria Carme  (GC-CiU)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Barcelona,F,,,,,,,,,,,,
"Seara Sobrado, Laura Carmen  (GS)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Ourense,F,,,,,,,,,,,,
"Segura Clavell, José  (GS)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Santa Cruz de Tenerife,M,,,,,,,,,,,,
"Serrano Argüello, María Arenales  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Valladolid,F,,,,,,,,,,,,
"Serrano Calurano, Bibiano  (GP)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Badajoz,M,,,,,,,,,,,,
"Serrano Coronado, Daniel  (GP)",2813.87,,,,,1046.48,1823.86,5684.21,79578.94,Barcelona,M,,,,,,,,,,,,
"Serrano Martínez, José Enrique  (GS)",2813.87,,,,,1046.48,870.56,4730.91,66232.74,Madrid,M,,,,,,,,,,,,
"Sicilia Alférez, Felipe Jesús  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Jaén,M,,,,,,,,,,,,
"Silva Rego, María del Carmen  (GS)",2813.87,,,,,697.65,1823.86,5335.38,74695.32,Pontevedra,F,,,,,,,,,,,,
"Simancas Simancas, Rafael  (GS)",2813.87,0.00,0.00,0.00,0.00,1046.48,870.56,4730.91,66232.74,Madrid,M,,,,,,,,,,,,
"Sixto Iglesias, Ricardo  (GIP)",2813.87,0.00,0.00,0.00,0.00,1046.48,1823.86,5684.21,79578.94,Valencia,M,,,,,,,,,,,,
"Solsona Aixalà, Marc  (GC-CiU)",2813.87,0.00,0.00,0.00,0.00,1046.48,1823.86,5684.21,79578.94,Lleida,M,,,,,,,,,,,,
"Suárez Lamata, Eloy  (GP)",2813.87,0.00,0.00,0.00,0.00,1046.48,1823.86,5684.21,79578.94,Zaragoza,M,,,,,,,,,,,,
"Suárez-Bárcena Blasco, María Cristina  (GP)",2813.87,0.00,0.00,0.00,0.00,0.00,1823.86,4637.73,64928.22,Badajoz,F,,,,,,,,,,,,
"Such Botella, Antoni  (GS)",2813.87,0.00,0.00,0.00,0.00,697.65,1823.86,5335.38,74695.32,Valencia,M,,,,,,,,,,,,
"Sumelzo Jordán, Susana  (GS)",2813.87,0.00,0.00,0.00,0.00,1046.48,1823.86,5684.21,79578.94,Zaragoza,F,,,,,,,,,,,,
"Surroca i Comas, Montserrat  (GC-CiU)",2813.87,0.00,0.00,0.00,0.00,1046.48,1823.86,5684.21,79578.94,Girona,F,,,,,,,,,,,,
"Susinos Tarrero, María Jesús  (GP)",2813.87,0.00,0.00,0.00,0.00,697.65,1823.86,5335.38,74695.32,Cantabria,F,,,,,,,,,,,,
T,,,,,,,,,,,,,,,,,,,,,,,
"Tardà i Coma, Joan  (GMx)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Barcelona,M,,,,,,,,,,,,
"Tarno Blanco, Ricardo  (GP)",2813.87,0,0,0,0,1431.31,1823.26,6068.44,84958.16,Sevilla,M,,,,,,,,,,,,
"Tarruella Tomás, María Concepció  (GC-CiU)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Lleida,F,,,,,,,,,,,,
"Torrado de Castro, Marta  (GP)",2813.87,0,0,0,2667.5,0,1823.26,7304.63,102264.82,Valencia,F,,,,,,,,,,,,
"Torres Herrera, Manuel Luis  (GP)",2813.87,0,0,0,0,697.65,1823.26,5334.78,74686.92,Santa Cruz de Tenerife,M,,,,,,,,,,,,
"Torres Mora, José Andrés  (GS)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Málaga,M,,,,,,,,,,,,
"Trevín Lombán, Antonio Ramón María  (GS)",2813.87,0,0,0,0,1046.48,1823.26,5683.61,79570.54,Asturias,M,,,,,,,,,,,,
"Tudanca Fernández, Luis  (GS)",2813.87,0,0,0,0,697.65,1823.26,5334.78,74686.92,Burgos,M,,,,,,,,,,,,
U,,,,,,,,,0,,,,,,,,,,,,,,
"Urbina Fernández, Iker  (GMx)",2813.87,,,,,"1,046.48",1823.26,"5,683.61",79570.54,Álava,M,,,,,,,,,,,,
"Uriarte Ayala, Ignacio  (GP)",2813.87,,,,,697.65,1823.26,"5,334.78",74686.92,Valencia,M,,,,,,,,,,,,
V,,,,,,,,,0,,,,,,,,,,,,,,
"Valerio Cordero, Magdalena  (GS)","2,813.87",0,0,0,"2,667.50",0,"1,823.86","7,305.23",102273.22,Guadalajara,F,,,,,,,,,,,,
"Vallès Vives, Francesc  (GS)","2,813.87",0,0,0,"2,667.50",0,"1,823.86","7,305.23",102273.22,Tarragona,M,,,,,,,,,,,,
"Vañó Ferre, Francisco  (GP)","2,813.87",0,0,0,0,"1,046.48","1,823.86","5,684.21",79578.94,Toledo,M,,,,,,,,,,,,
"Varela Lema, Margarita  (GP)","2,813.87",,,,,0.00,"1,823.86","4,637.73",64928.22,A Coruña,F,,,,,,,,,,,,
"Vázquez Blanco, Ana Belén  (GP)","2,813.87",0,0,0,0,"1,046.48","1,823.86","5,684.21",79578.94,Ourense,F,,,,,,,,,,,,
"Vázquez Jiménez, Antonio  (GP)","2,813.87",0,0,0,0,"1,046.48","1,823.86","5,684.21",79578.94,Zamora,M,,,,,,,,,,,,
"Vázquez Morillo, María José  (GS)","2,813.87",0,0,0,0,697.65,"1,823.86","5,335.38",74695.32,Sevilla,F,,,,,,,,,,,,
"Vera Pró, Juan Carlos  (GP)","2,813.87",0,0,0,0,"1,046.48",870.56,"4,730.91",66232.74,Madrid,M,,,,,,,,,,,,
"Veray Cama, Concepció  (GP)","2,813.87",0,0,0,0,697.65,"1,823.86","5,335.38",74695.32,Girona,F,,,,,,,,,,,,
"Viera Chacón, José Antonio  (GS)","2,813.87",0,0,0,0,"1,046.48","1,823.86","5,684.21",79578.94,Sevilla,M,,,,,,,,,,,,
"Villalobos Talero, Celia  (GP)","2,813.87","1,209.60","1,010.83",707.1,0.00,"1,046.48","1,823.86","8,611.74",120564.36,Málaga,F,,,,,,,,,,,,
"Villanova Rueda, Joaquín  (GP)","2,813.87",0,,0,0,697.65,"1,823.86","5,335.38",74695.32,Málaga,M,,,,,,,,,,,,
"Villarrubia Mediavilla, Julio  (GS)","2,813.87",0,0,0,0,"1,046.48","1,823.86","5,684.21",79578.94,Palencia,M,,,,,,,,,,,,
X,,,,,,,,,0,,,,,,,,,,,,,,
"Xuclà i Costa, Jordi  (GC-CiU)",2813.87,0.00,0.00,0.00,0.00,1046.48,1823.86,5684.21,79578.94,Girona,M,,,,,,,,,,,,
Z,,,,,,,,,0,,,,,,,,,,,,,,
"Zaragoza Alonso, José","2,813.87",0,,0,0,697.65,"1,823.86","5,335.38",74695.32,Barcelona,M,,,,,,,,,,,,
"Zarrías Arévalo, Gaspar Carlos","2,813.87",,0,0,0,"1,046.48","1,823.86","5,684.21",79578.94,Jaén,M,,,,,,,,,,,,
